Filename,Sum_Rewards,Steps,Difference
E1A4G6T37,409,6.0,0.0015022201044253502
E1A4G6T38,389,6.0,0.0013177818177559
E1A4G6T39,382,6.0,0.00142272005128615
E1A4G6T4,404,6.0,0.00148088657165965
E1A4G6T40,415,6.0,0.0016623893249317501
E1A4G6T5,372,6.0,0.00120789185886385
E1A4G6T6,396,6.0,0.00151573631340265
E1A4G6T7,398,6.0,0.0014215108198492
E1A4G6T8,437,6.0,0.0017102102121177
E1A4G6T9,413,6.0,0.00146183661874075
E1A4G9T1,411,6.0,0.01860807015894275
E1A4G9T10,358,6.0,0.0157128498275112
E1A4G9T11,381,6.0,0.01718164592661715
E1A4G9T12,380,6.0,0.01724612443653465
E1A4G9T13,369,6.0,0.01661356220152055
E1A4G9T14,354,6.0,0.015746068350305648
E1A4G9T15,373,6.0,0.0169073881149858
E1A4G9T16,403,6.0,0.0186336692405174
E1A4G9T17,388,6.0,0.01759487794371175
E1A4G9T18,395,6.0,0.017891388643616397
E1A4G9T19,381,6.0,0.01748148746445405
E1A4G9T2,361,6.0,0.0163364452008913
E1A4G9T20,361,6.0,0.016096883667202598
E1A4G9T21,374,6.0,0.01652852987959825
E1A4G9T22,431,6.0,0.0208059176196307
E1A4G9T23,360,6.0,0.0162717256053037
E1A4G9T24,376,6.0,0.01706070782922215
E1A4G9T25,369,7.0,0.01587049737323505
E1A4G9T26,411,6.0,0.0185233397240594
E1A4G9T27,384,6.0,0.0178526637306592
E1A4G9T28,398,6.0,0.0185844463546109
E1A4G9T29,372,6.0,0.01654215888100135
E1A4G9T3,375,6.0,0.01731278900723905
E1A4G9T30,381,6.0,0.017212647795142498
E1A4G9T31,396,6.0,0.018369363558718
E1A4G9T32,353,7.0,0.01617861428968015
E1A4G9T33,390,6.0,0.0180835285618987
E1A4G9T34,351,6.0,0.01554276126989155
E1A4G9T35,414,6.5,0.01813359822333315
E1A4G9T36,429,7.0,0.0202446512798003
E1A4G9T37,378,6.0,0.01685085209779805
E1A4G9T38,374,6.0,0.016142653748372898
E1A4G9T39,400,6.0,0.018847603119446048
E1A4G9T4,376,6.0,0.0173999557745759
E1A4G9T40,400,6.0,0.018117771279447553
E1A4G9T5,413,6.0,0.0185836225162188
E1A4G9T6,385,6.0,0.0181817396894558
E1A4G9T7,356,6.0,0.01545274807244825
E1A4G9T8,411,6.0,0.01833399396423055
E1A4G9T9,405,6.0,0.0186164933703883
E1A6G1T1,462,6.0,2.2289590050408976e-07
E1A6G1T10,399,6.0,1.9769262708315298e-07
E1A6G1T11,424,6.0,1.9556807704876444e-07
E1A6G1T12,429,6.0,1.7289927073843905e-07
E1A6G1T13,409,6.0,1.838065906108306e-07
E1A6G1T14,386,6.0,1.6256538944441406e-07
E1A6G1T15,436,6.0,2.100196269569405e-07
E1A6G1T16,418,6.0,1.7956630741983178e-07
E1A6G1T17,388,6.0,1.7429573437611768e-07
E1A6G1T18,430,6.0,2.1491880962578674e-07
E1A6G1T19,408,6.0,1.6727514553844515e-07
E1A6G1T2,411,6.0,1.9094911699730553e-07
E1A6G1T20,398,6.0,1.805697873632805e-07
E1A6G1T21,399,6.0,1.9303324094199712e-07
E1A6G1T22,440,6.0,2.168845028893567e-07
E1A6G1T23,402,6.0,1.9375024047705787e-07
E1A6G1T24,421,6.0,2.340401961861436e-07
E1A6G1T25,403,6.0,1.932924887442613e-07
E1A6G1T26,429,6.0,2.1152700043372133e-07
E1A6G1T27,398,6.0,1.6677150033255365e-07
E1A6G1T28,441,6.0,2.2580554323673005e-07
E1A6G1T29,402,6.0,2.050428826908865e-07
E1A6G1T3,352,6.0,1.248645840603229e-07
E1A6G1T30,399,6.0,1.8009521106562845e-07
E1A6G1T31,379,6.0,1.7105437948062078e-07
E1A6G1T32,424,6.0,2.3289259061554727e-07
E1A6G1T33,410,6.0,1.5501602811026327e-07
E1A6G1T34,430,6.0,1.8618218787559028e-07
E1A6G1T35,379,6.0,1.6959893393906017e-07
E1A6G1T36,382,6.0,1.5400159279251503e-07
E1A6G1T37,398,6.0,2.2528913895735605e-07
E1A6G1T38,386,6.0,1.6622673967351153e-07
E1A6G1T39,402,6.0,2.0727967174153932e-07
E1A6G1T4,370,6.0,1.3978825153360065e-07
E1A6G1T40,401,6.0,1.9408935644375988e-07
E1A6G1T5,418,6.0,2.2248683400222135e-07
E1A6G1T6,441,6.0,2.0828037587611185e-07
E1A6G1T7,434,6.0,1.884020603720296e-07
E1A6G1T8,404,6.0,1.8839259324202936e-07
E1A6G1T9,399,6.0,1.861104473150633e-07
E1A6G4T1,371,6.0,0.00015091686144324997
E1A6G4T10,385,6.0,0.0001777012015574
E1A6G4T11,401,6.0,0.0001754845268051
E1A6G4T12,372,6.0,0.00016148649711224998
E1A6G4T13,390,6.0,0.00017250247152485
E1A6G4T14,388,6.0,0.0001621966619133
E1A6G4T15,389,6.0,0.0001777026842581
E1A6G4T16,380,6.0,0.0001638733848971
E1A6G4T17,389,6.0,0.00016551095316145
E1A6G4T18,406,6.0,0.0001766096468356
E1A6G4T19,367,6.0,0.00016131272532220002
E1A6G4T2,371,6.0,0.00015938650952855002
E1A6G4T20,395,6.0,0.00017251650384565
E1A6G4T21,395,6.0,0.00018138456950235
E1A6G4T22,385,6.0,0.00015256828293424998
E1A6G4T23,341,6.0,0.00014408155738605
E1A6G4T24,384,6.0,0.0001413936551603
E1A6G4T25,378,6.0,0.00018997030168090001
E1A6G4T26,343,6.0,0.00012535215888935
E1A6G4T27,416,6.0,0.00019424077965765
E1A6G4T28,382,6.0,0.00019011467780319998
E1A6G4T29,385,6.0,0.00016132047486985
E1A6G4T3,365,6.0,0.0001502527053237
E1A6G4T30,388,6.0,0.00016849439716315001
E1A6G4T31,349,6.0,0.00014262150939785002
E1A6G4T32,374,6.0,0.00016183517410155
E1A6G4T33,417,6.0,0.00017779168093085001
E1A6G4T34,375,6.0,0.00015427313428139998
E1A6G4T35,396,6.0,0.00017890512366455
E1A6G4T36,354,6.0,0.00014311887597375
E1A6G4T37,405,6.0,0.0001869405927304
E1A6G4T38,380,6.0,0.0001355807681072
E1A6G4T39,371,6.0,0.00015987650976975
E1A6G4T4,367,6.0,0.00015668410482579998
E1A6G4T40,348,6.0,0.00013319560652480002
E1A6G4T5,432,6.0,0.0001999688568958
E1A6G4T6,371,6.0,0.00014902779411715
E1A6G4T7,395,6.0,0.000174554831998
E1A6G4T8,365,6.0,0.00016065158714544998
E1A6G4T9,411,6.0,0.00018975261912045
E1A6G6T1,392,6.0,0.0018773254533492
E1A6G6T10,374,6.0,0.0015845991046481
E1A6G6T11,333,6.0,0.00136204177385845
E1A6G6T12,349,6.0,0.00139331137195595
E1A6G6T13,347,6.0,0.00153391046219245
E1A6G6T14,382,6.0,0.00167316065953965
E1A6G6T15,365,7.0,0.0016193544127847499
E1A6G6T16,431,6.0,0.0019651388959355002
E1A6G6T17,381,6.0,0.0016385300782891
E1A6G6T18,371,7.0,0.00162074238619215
E1A6G6T19,381,6.0,0.0016623833752636998
E1A6G6T2,362,6.0,0.0016117882220607
E1A6G6T20,388,6.0,0.00169249635231065
E1A6G6T21,351,6.0,0.00140705552406945
E1A6G6T22,352,6.0,0.0013483406208746
E1A6G6T23,367,6.0,0.00163040473972955
E1A6G6T24,352,6.0,0.00145077499801495
E1A6G6T25,359,6.0,0.00151012166100795
E1A6G6T26,384,6.0,0.00165230710311295
E1A6G6T27,387,6.0,0.00177039172306415
E1A6G6T28,375,6.0,0.00173083695771255
E1A6G6T29,385,6.0,0.001684759579303
E1A6G6T3,355,6.0,0.00147818934656175
E1A6G6T30,381,6.0,0.0015733980048771002
E1A6G6T31,346,6.0,0.0013925101762717
E1A6G6T32,353,7.0,0.00142505351398535
E1A6G6T33,377,6.0,0.0017043943991976
E1A6G6T34,417,6.0,0.00191986870540955
E1A6G6T35,362,6.0,0.0015672945264941
E1A6G6T36,387,6.0,0.00159718400331215
E1A6G6T37,373,6.0,0.001666434120262
E1A6G6T38,355,6.0,0.001489053228243
E1A6G6T39,368,6.0,0.0016400313192554
E1A6G6T4,371,6.0,0.0016732917538625999
E1A6G6T40,375,6.0,0.0016475760930839
E1A6G6T5,366,6.0,0.00160478634320985
E1A6G6T6,362,6.0,0.0016170486046279
E1A6G6T7,367,6.0,0.0015892249910029
E1A6G6T8,407,6.0,0.0017537729026879
E1A6G6T9,414,6.0,0.00208576287786235
E1A6G9T1,348,7.0,0.0230089166150183
E1A6G9T10,339,7.0,0.02362938575467565
E1A6G9T11,351,7.0,0.023389006829807803
E1A6G9T12,349,6.0,0.023239594551822597
E1A6G9T13,350,6.0,0.02275135449949775
E1A6G9T14,336,7.0,0.0223884606912294
E1A6G9T15,330,6.0,0.0209085118788429
E1A6G9T16,353,7.0,0.024946930097857402
E1A6G9T17,360,6.0,0.023763122956799998
E1A6G9T18,348,6.0,0.02400190434718175
E1A6G9T19,346,6.0,0.02294901876656565
E1A6G9T2,355,7.0,0.0234859581190233
E1A6G9T20,315,6.0,0.02135120866425725
E1A6G9T21,329,7.0,0.021422810587769903
E1A6G9T22,328,6.0,0.02145163847043305
E1A6G9T23,333,7.0,0.020962628616458298
E1A6G9T24,358,7.0,0.024221479669822597
E1A6G9T25,347,6.0,0.022576908074607202
E1A6G9T26,333,7.0,0.0204285959957025
E1A6G9T27,296,6.0,0.018726768400486052
E1A6G9T28,309,6.0,0.01977730949959575
E1A6G9T29,309,7.0,0.0206921690625139
E1A6G9T3,302,7.0,0.0186096540545609
E1A6G9T30,355,7.0,0.024580627535690153
E1A6G9T31,352,6.0,0.024376063305653548
E1A6G9T32,304,6.0,0.0184173435401271
E1A6G9T33,362,7.0,0.02374625745136205
E1A6G9T34,343,6.0,0.0227817851499903
E1A6G9T35,336,7.0,0.021995819863977
E1A6G9T36,318,7.0,0.021624460185881
E1A6G9T37,360,7.0,0.024646334778561298
E1A6G9T38,314,7.0,0.020818263665130197
E1A6G9T39,351,6.0,0.02346339281534305
E1A6G9T4,329,7.0,0.02234511322713985
E1A6G9T40,313,6.0,0.0206601769819603
E1A6G9T5,327,7.0,0.02167161141606955
E1A6G9T6,338,7.0,0.02250973218097935
E1A6G9T7,348,7.0,0.02311609942682935
E1A6G9T8,303,7.0,0.01978110430919475
E1A6G9T9,342,7.0,0.02238942586107875
E1A9G1T1,369,6.0,8.751306948276921e-09
E1A9G1T10,363,6.0,7.416826914467396e-09
E1A9G1T11,375,6.0,9.229123431519778e-09
E1A9G1T12,389,6.0,1.091427805092964e-08
E1A9G1T13,369,6.0,7.426691088478683e-09
E1A9G1T14,360,6.0,6.809380605063073e-09
E1A9G1T15,356,6.0,9.914975631627895e-09
E1A9G1T16,363,6.0,6.745470555635915e-09
E1A9G1T17,370,6.0,6.5063881165422045e-09
E1A9G1T18,411,6.0,1.0759889361233288e-08
E1A9G1T19,374,6.0,7.994406316404081e-09
E1A9G1T2,392,6.0,8.11368594349648e-09
E1A9G1T20,417,7.0,1.1824959442365184e-08
E1A9G1T21,354,6.0,6.003910053819189e-09
E1A9G1T22,370,6.0,5.091055771148667e-09
E1A9G1T23,409,6.0,9.877063508321014e-09
E1A9G1T24,392,6.0,8.54844061857027e-09
E1A9G1T25,383,6.0,7.687341524485316e-09
E1A9G1T26,374,6.0,8.657515550977133e-09
E1A9G1T27,368,6.0,7.0826186441627424e-09
E1A9G1T28,386,6.0,8.193464940193586e-09
E1A9G1T29,402,6.0,1.1234428041199599e-08
E1A9G1T3,367,6.0,9.56655584767553e-09
E1A9G1T30,364,6.0,7.925133269991486e-09
E1A9G1T31,341,6.0,5.03457243089616e-09
E1A9G1T32,359,6.0,6.28771401367332e-09
E1A9G1T33,388,6.0,7.876725397159902e-09
E1A9G1T34,367,6.0,7.41716701512821e-09
E1A9G1T35,386,6.0,1.2131963851111109e-08
E1A9G1T36,362,6.0,6.903368789704856e-09
E1A9G1T37,393,6.0,1.0448106828371385e-08
E1A9G1T38,397,6.0,9.72454102294432e-09
E1A9G1T39,374,6.0,7.094167832787642e-09
E1A9G1T4,399,6.0,1.0807323569867183e-08
E1A9G1T40,387,6.0,7.804076773452098e-09
E1A9G1T5,371,6.0,7.705514913367357e-09
E1A9G1T6,391,6.0,1.0158859377013395e-08
E1A9G1T7,390,7.0,1.0548891314358394e-08
E1A9G1T8,398,6.0,1.0438038839180248e-08
E1A9G1T9,386,6.0,7.996650151484633e-09
E1A9G4T1,311,7.0,1.5565364086766572e-05
E1A9G4T10,330,6.0,1.8625660069715844e-05
E1A9G4T11,322,6.0,1.792780266628439e-05
E1A9G4T12,327,6.0,2.2524120017737373e-05
E1A9G4T13,322,6.0,1.54844278007769e-05
E1A9G4T14,352,6.0,2.3076807038410516e-05
E1A9G4T15,339,7.0,2.1824615295686966e-05
E1A9G4T16,334,6.0,2.1961909071190316e-05
E1A9G4T17,330,7.0,2.437005332250061e-05
E1A9G4T18,326,6.0,2.187282987164323e-05
E1A9G4T19,330,6.0,2.0966638189986008e-05
E1A9G4T2,312,7.0,1.5493967022713162e-05
E1A9G4T20,302,6.0,1.23750060817033e-05
E1A9G4T21,326,6.0,2.458335766299847e-05
E1A9G4T22,306,6.0,1.4911469693683426e-05
E1A9G4T23,321,7.0,1.4414646577352615e-05
E1A9G4T24,332,6.0,2.0623805862395005e-05
E1A9G4T25,312,7.0,1.8190648914943265e-05
E1A9G4T26,350,7.0,1.7453294028511232e-05
E1A9G4T27,307,7.0,1.7717818444262005e-05
E1A9G4T28,330,6.0,2.176917791634152e-05
E1A9G4T29,330,6.0,1.908569956086367e-05
E1A9G4T3,353,6.0,2.433864462349828e-05
E1A9G4T30,343,6.0,1.9668968406467825e-05
E1A9G4T31,341,6.0,2.3394451539401752e-05
E1A9G4T32,311,7.0,1.669224083332954e-05
E1A9G4T33,336,6.0,2.3469025170827243e-05
E1A9G4T34,331,6.0,1.8778094671242927e-05
E1A9G4T35,333,7.0,1.8154554038237098e-05
E1A9G4T36,352,7.0,2.2260727051073216e-05
E1A9G4T37,322,6.0,1.797428229652455e-05
E1A9G4T38,317,6.0,1.4886086096677005e-05
E1A9G4T39,338,7.0,1.9045722889696357e-05
E1A9G4T4,329,6.0,2.3015239517013827e-05
